dominio,ocorrencias
Reflecte bem: devemos ser prudentes,,1
Evitando que Hanan tenha pretexto,1
Para exercer emfim uma vingança,,1
Roubando ao Mestre a preciosa vida.,1
JOÃO, animando-se, cheio de puro enthusiasmo messianico:,1
Não tens portanto uma unica esperança,1
Em ver surgir a aurora promettida?,1
--Enganas-te! Abrigae-vos sob o manto,1
Do Profeta, que vamos afinal,1
Assistir ao enorme vendaval,,1
Que ha de causar a todo o mundo espanto!,1
Da Lei não ficará nem uma linha,,1
E as pedras do Templo hão de cahir!,1
Eu antevejo, amigos, o porvir,,1
Que de instante a instante se avisinha!,1
Como cães a ulular, de toda a parte,1
Hão de saír as abominações!,1
Entre espadas de fogo e maldições,,1
Vae tremular um sólido estandarte!,1
Hão de as nuvens rasgar-se! A voz de Deus,1
Ribombará como um trovão gigante,,1
E o vento ha de levar para distante,,1
Onde não haja terra, mar, ou ceus,,1
As ultimas parcellas do monturo,1
A que chamamos hoje humanidade!,1
Álerta! vae rugir a tempestade!,1
--Confia em Deus! Espera no futuro!,1
Voltando-se e vendo Gamaliel, não pode reprimir a sua surpreza:,1
Gamaliel?!,1
GAMALIEL que pouco antes chegára da cidade, ouviu todo o falar de João.,1
Traz o rosto abatido, o olhar cavo; dir-se-ía portador de uma nova,1
terrivel.,1
Eu proprio. E vejo que cheguei,1
A tempo de lembrar que existe de uma Lei,1
A rispida crueza, a inquebrantavel força,,1
E que por mais que a tua exaltação retorça,1
O positivo, elle ha de emfim prevalecer!,1
Vós tendes a palavra. Hanan tem o poder.,1
--O perigo é enorme.,1
Todos rodearam Gamaliel, attentos, em grande anciedade:,1
Ouvide: Nicodemo,,1
Um homem de honradez e que respeita em estremo,1
O vosso Mestre, não me occulta o que se passa,1
A dentro do Conselho. Evite-se a desgraça,,1
Fazendo-se abortar o plano vingador!,1
TODOS em sobresalto:,1
Um plano?!,1
Como?!,1
Dize!,1
É de grande valor,1
O que disséres.,1
Sim! deves dizer-nos tudo!,1
E acercam-se d'elle ainda mais:,1
GAMALIEL pausada e custosamente:,1
Hanan possue no genro o seu melhor escudo.,1
Se transformou Kaíapha em Grande Sacerdote,,1
Foi para ter alguem que cegamente vote,1
Na sua opinião. Mais do que o genro, alcança,1
Dos homens do Conselho estima e confiança.,1
E custando-lhe a despegar dos labios as palavras:,1
Eis por que hontem á noite, e em sessão secreta,,1
Por elles foi votada a morte do Profeta!,1
SIMÃO PEDRA, erguendo as mãos aos ceus:,1
O meu presentimento!,1
MATHEUS, convulsamente:,1
Infamia!,1
JOÃO, n'um grito:,1
Cobardia!,1
ELEAZAR agarrando Gamaliel por um pulso:,1
É tempo de calcar aos pés a tirannía!,1
Todos, excepto Gamaliel, estão nervosos, irrequietos, consultam-se,,1
animam-se, invectivam Jerusalem. João foi á janella, e com os dentes,1
cerrados, o braço erguido, ameaça-a de esterminio.,1
Tende serenidade!,1
Oh! não, Gamaliel!,1
Liberte-se de vez o reino d'Israel!,1
Que poderá tornar-se em grande mar vermelho,,1
Se Poncio perfilhar o voto do Conselho!,1
As espadas de Roma, as furias de Tiberio,,1
Inda hão de succumbir a todo o nosso imperio!,1
O povo ha de gritar, raivoso, leonino,,1
Rasgando a face impura ao despota assassino!,1
GAMALIEL, procurando serenar os animos; as lagrimas borbulhando nos,1
olhos e cahindo-lhe pelas barbas brancas:,1
Ouvide-me, por Deus! Eu tenho lido tanto,1
No livro da experiencia, amigos, que é de pranto,1
A minha pobre offerta á causa alevantada!,1
Vós não podeis brandir a rutilante espada;,1
Nem elle, todo amor, consentiria nunca,1
Na transfiguração do verbo em garra adunca.,1
Parti, pois que é preciso apparecer ao povo,,1
Mas fugide a que venha um incidente novo,1
Aguçar ao tiranno o sanguinario intento.,1
Entrae com desassombro a porta do aposento,1
Onde finge dormir, silencioso, o crime;,1
Acalmae-vos, porem, ou elle não reprime,1
O seu rancor feroz!,1
SIMÃO PEDRA tambem resoluto:,1
Seja o que Deus quizer!,1
Nem lamina d'espada, ou pranto de mulher,,1
Pode esfriar em mim a indignação!,1
Piedade!,1
Vamos!,1
Jerusalem!,1
Coragem!,1
Na cidade,1
Havemos de formar com os nossos companheiros,1
Possante legião d'impávidos guerreiros!,1
E vão-se todos tumultuariamente, levando comsigo de roldão o velho,1
Gamaliel.,1
Decorridos alguns momentos em que a moradia de Simão ficou abandonada,,1
Maria e Martha veem de fóra. Martha sempre alegre; a irmã sempre absorta,1
em grande melancolía. Ao entrar em casa, Maria vae logo postar-se á,1
janella, seguindo com o olhar cheio d'angustia os que vão a caminho de,1
Jerusalem.,1
E uma vez que partiram,1
Para a cidade, afinal,,1
Entreguemo-nos agora,1
Ao que julgo essencial:,1
Tratemos da nossa casa.,1
MARIA, indolente:,1
Espera. Não tenhas pressa...,1
É que está tudo em desordem,,1
E o nosso irmão começa,1
Dentro em breve a murmurar,1
Que ninguem aqui trabalha!...,1
Martha, vae tu repoisar,,1
Que eu tratarei do preciso.,1
Não teimes, que me aproveito,1
Do teu conselho.,1
Careces,1
De alguns momentos no leito;,1
Deves estar fatigada.,1
E não te enganas. Ergui-me,1
Ao romper da madrugada...,1
E foste uma das primeiras,1
Que se juntaram co'os Dôse,1
No Monte das Oliveiras,,1
Onde passaram a noite,,1
Como é costume.,1
MARTHA, abeirando-se da irmã, muito meiga:,1
E não ficas,1
De mal comigo?,1
Se em nada me prejudicas...,1
E anciosamente, vendo Judas que acabou d'entrar:,1
O que ha de novo, Judas?,1
Nada sei...,1
MARTHA muito admirada:,1
Não quizeste partir para a cidade?,1
JUDAS indolente, recostando-se n'uma das camilhas do triclinio:,1
Como vês, não parti... pois que fiquei.,1
E porquê?,1
Porque o somno que me invade,1
Exige para o corpo algum repouso.,1
Vae alto o Sol; de ha muito manifesta,1
Que brilha no seu ponto mais radioso,,1
E que são horas de dormir a sesta.,1
MARIA, sem o fitar, serena:,1
E vaes dormir?,1
JUDAS cerrando as palpebras:,1
O Livro dos Proverbios,1
Alguma coisa diz... «Quem se julgar,1
Com pequenos desgostos, exacerbe-os,1
A dormir, a dormir... e a sonhar...»,1
--Se durmo, para onde é que foge a vida?,1
Para fóra de mim quem a conduz?,1
Encontrará descanso na guarida,1
Para onde, ao apagar-se, vae a luz?,1
Ao despertar depois, quem reacende,1
No cerebro o fulgor que relampeja?,1
Quem é que nos dá vida ou que a suspende,1
A seu prazer?,1
MARTHA com muita convicção:,1
É Deus...,1
JUDAS abriu os olhos, fitou-a, e depois, fechando-os de novo:,1
Talvez que seja.,1
MARTHA surpreza:,1
Talvez?!,1
Muito baixinho ao ouvido da irmã:,1
Extranho o Judas!,1
Sim, talvez;,1
Porque não julgo prova de criterio,,1
Antes se me affigura insensatez,,1
Explicar um segredo co'um misterio.,1
MARTHA abeirando-se d'elle, e pondo-lhe a mão no hombro, diz com uncção,,1
melodiosamente:,1
Anda a tua alma fugida,1
Ao bom caminho da crença...,1
Quem foi que d'elle a affastou,1
E que dentro em ti deixou,1
Uma escuridão immensa?,1
Hontem á noite... (Desculpa,1
Se acaso te contrarío,1
Ao falar agora d'isto),1
Por todos nós foi mal visto,,1
Judas, o teu desvarío.,1
De tão modesta homenagem,1
Não era merecedor,1
Aquelle Mestre sublime,1
Em cujo rosto se exprime,1
A bondade e o amor?,1
--Anda a tua alma fugida,1
Ao bom caminho da crença.,1
Que Deus de novo a conduza,1
E o brilho reproduza,1
Na tua alma, treva immensa!,1
Judas fica immovel e silencioso. Martha, satisfeita, julgando havel-o,1
convencido, diz então baixinho á irmã:,1
Não responde. Pode ser,1
Que facilmente consigas,1
Descobrir toda a verdade.,1
MARIA, querendo esquivar-se:,1
Com palavras amigas,1
Interroga-o, porque, em summa,,1
Custa ver n'um coração,,1
Que deveria ser meigo,,1
Semelhante ingratidão.,1
E vae-se para o interior da casa a reclinar-se no seu leito perfumado.,1
Judas e Maria ficam a sós; Judas, com as palpebras semi-cerradas,,1
observa-a.,1
MARIA conserva-se indecisa por algum tempo; mas depois, como respondendo,1
a si propria:,1
É mais prudente...,1
E dirige-se para a porta por onde a irmã saíu:,1
JUDAS erguendo o corpo sobre o cotovello:,1
Maria,,1
Pareces que vaes fugindo...,1
MARIA baixando o olhar:,1
Para não te incommodar,,1
Quando estiveres dormindo.,1
E retira-se tambem, fechando a porta castamente:,1
JUDAS ergue-se de chofre e avança como para seguil-a; mas detem-se,,1
perplexo. Depois, desalentado, senta-se n'um dos degraus da porta por,1
onde Maria saíu, a cabeça entre as mãos, os cotovellos fincados nos,1
joelhos. Ao cabo de longo meditar, solta brandamente a sua voz:,1
É isto mesmo, é isto: o effeito vem da causa...,1
Pois quando ao seu trabalho alguem ordena pausa,,1
Logo termina o effeito. É isto mesmo, sim.,1
Provem este rancor, que ella sente por mim,,1
Da paixão que lhe inspira o rosto, o olhar, a fala,,1
Do ente extraordinario a que nenhum se eguala,,1
Conjuncto singular de tudo o que ha perfeito.,1
Portanto é elle a causa, e o rancôr o effeito!,1
--Oh! que hei de supprimil-o, esmagando-o de todo,,1
Ainda que me sinta a resvalar no lodo!,1
E erguendo-se, impetuoso:,1
E tu, Consciencia, não me opponhas embaraços!,1
Quando o trovão ribomba altivo nos espaços,,1
Acoita-se a tremer a aguia no seu ninho!,1
Vae-te! vae para longe! Eu quero estar sósinho!,1
--... Mas quem me diz não ser este sinistro plano,1
Improficuo, ou então summamente leviano!,1
Se elle fugir á morte, ao estertor final,,1
Por um processo occulto e sobrenatural,,1
Contra mim lançará todo o furor do ceu,,1
Elle ha de ser juiz e eu hei de ser o réu!,1
Com a alma a contorcer-se n'um supplicio:,1
Se eu visse esta mulher entregue ao frio atroz,,1
O craneo sem ter luz, a bôca sem ter voz,,1
Ó Deus, entoaria, agradecido a ti,,1
Uma canção igual aos psalmos de David,,1
Transformando o meu peito em grande tabernaculo!,1
--Mas vive: ha de ser minha! Hei de vencer o obstaculo!,1
Pensa longamente, em grande abstracção de tudo o que o cerca, com um,1
sorriso malevolo, animando-se:,1
E se, como se diz, elle não fôr divino?,1
Se obedecer, como eu, á força do destino?...,1
--Sim! sim! Tudo consiste apenas no convulso,1
E possante vigor d'um corajoso pulso!,1
Alguem o está ouvindo sem ser visto: Benjamim e Josué. Cautelosamente,,1
Benjamim entrou em casa pela porta aberta e vae approximando-se de,1
Judas, relanceando o olhar desconfiado; Josué empurrou o batente d'uma,1
das janellas, e pela parte de fóra observa. Judas, porem, continúa,,1
agora acobardado:,1
Assassinal-o!... Não! Vago terror me opprime.,1
E como poderei matar, sem ver o crime?,1
Armando um braço vil? comprando uma consciencia?,1
É pouco, é muito pouco... e é tudo!--Que demencia!,1
Quem poderá saber onde reside a féra,,1
Que tenha peito humano e garras de pantéra?,1
Desvairado; os braços agitando-se, convulsos; os cantos da bôca,1
espumando:,1
--Vomíta, ó grande Terra, essa entidade estranha,,1
Que vive silenciosa em tua negra entranha,,1
Que é pura como o fogo, immunda qual farrapo,,1
Enorme como Deus, mesquinha como um sapo!,1
Genio amante do crime e á virtude adverso,,1
Que mora num covil... e zomba do Universo!,1
Eu quero conhecer o amigo dos devassos:,1
Expele-o do teu ventre e arroja-o nos meu braços!,1
Com grande desanimo:,1
Nem elle me protege! E eu preciso, emfim,,1
D'um ser bastante infame!,1
BENJAMIM com muita humildade:,1
Aqui me tens, a mim...,1
JUDAS voltando-se, rapido, e agarrando-o brutalmente pela nuca:,1
Quem és tu?,1
BENJAMIM avergado, mas sempre humilde:,1
Sou alguem que te escutava.,1
O tempo, como vês, não desperdiço...,1
Não perguntes quem sou. Aqui me tens,,1
Amigo, ao teu serviço.,1
JUDAS sem o largar:,1
Ignoro quem tu sejas, mas se acaso,1
Divulgar o meu odio tencionas,,1
Juro que em curto praso,1
No fio de uma lamina abandonas,1
Co'o meu segredo a vida!,1
BENJAMIM amigavelmente, em censura carinhosa:,1
Cala a bôca!,1
Não blasfemes de coisas respeitaveis.,1
Venho fazer propostas acceitaveis,,1
Dizer tudo o que sinto,,1
E só respondes co'uma furia louca!,1
Se me has de receber com effusão,,1
Achando em mim o teu melhor amigo,,1
Alevantas a mão,,1
Ameaçador como um guerreiro antigo!,1
É ser ingrato!,1
JUDAS largando-lhe a nuca, mas agarrando-lhe logo um braço:,1
Dize-me o que sabes!,1
BENJAMIM sinceramente:,1
Ora! sei que a tua alma se abalança,,1
Depois do que houve aqui hontem á noite,,1
A seguir o caminho da vingança.,1
Naturalmente, sentes-te offendido,1
Co'a resposta que teve o teu reparo,1
Tão justo e merecido...,1
JUDAS como comsigo, satisfeito:,1
Portanto, ignora...,1
É isto amigo?,1
JUDAS, rapido:,1
É isso!,1
BENJAMIM explicando:,1
Eu hontem ouvi tudo junto á porta...,1
--Manda, que eu te obedeço. Aqui me tens,,1
Humilde, ao teu serviço.,1
JUDAS ficou hesitante, tendo largado Benjamim, que foi trocar signaes,1
com Josué.,1
Mas se eu não sei...,1
BENJAMIM agora senhor de si:,1
Não sabes? Pois sei eu.,1
O Mestre será morto, em poucos dias;,1
Depende só de ti, fica sabendo!,1
JUDAS nervosamente:,1
Que dizes, fariseu?,1
BENJAMIM imperioso, rapido, monotono, quasi ao ouvido de Judas, que,1
parece devorar-lhe as palavras:,1
Ouve: É tremendo,1
O odio que lhe tem todo o Conselho,,1
O qual procura o instante mais propicio,1
De pôr em exercicio,1
O plano da prisão, do julgamento...,1
E da morte?,1
E da morte! O que, porem,,1
No actual momento,1
Ao sacerdote Hanan muito convem,1
É prendel-o em segredo,,1
Á noite, em sitio obscuro. Hanan tem medo,1
De que o povo alevante alguns protestos...,1
Á prudencia conforme,,1
Assim procederá.,1
JUDAS animado, satisfeito:,1
Dize-me então...,1
É urgente saber onde elle dorme.,1
Tu sabes com certeza!,1
JUDAS hesitando, vagamente acobardado:,1
Mas...,1
Não queres a vingança, Judas?,1
Quero...,1
N'esse caso, aproveita o bello ensejo,,1
Que outro não tens melhor. Sendo sincero,1
E grande, como julgo, o teu desejo,,1
Não deves recusar o que proponho.,1
--Ouviste? Muito bem! Reflecte agora,,1
Este sitio não é muito seguro...,1
Aguardo te lá fóra!,1
Vae-se; Josué segue-o, e os dois desapparecem.,1
JUDAS ficou perplexo ainda, como medindo a gravidade da proposta. Mas,1
depois:,1
De que serve hesitar, se me apresentam,1
Como satisfazer o meu anceio?,1
Basta que eu seja um cumplice d'Hanan,,1
Um traidor simplesmente... Nada mais...,1
Com rude franqueza:,1
--Na mão direita a Infamia,,1
A Consciencia na esquerda. Eu de permeio!,1
Com funda ironia:,1
A sentença fixei:,1
«Não saiba a esquerda o que pratíca a irmã.»,1
--Não saberá, que eu nada lhe direi!,1
Vae sair, mas a porta que dá communicação para o interior da casa,1
abre-se, e Maria apparece no cimo dos degraus. Judas quedou-se.,1
MARIA que no limiar da porta ficára tambem indecisa:,1
Julguei ouvir falar...,1
Aqui? Foi puro engano.,1
E notando um movimento esquivo de Maria:,1
Retiras-te de novo? Eu faço qualquer damno,1
Com a minha presença?,1
MARIA condescendente:,1
Oh! não...,1
JUDAS caricioso:,1
Deixa-te pois,1
Ficar junto de mim, que facilmente os dois,1
Teremos na conversa um passatempo. Fica.,1
E mentalmente:,1
Vejamos se o que diz me excita ou pacifíca.,1
Ha um grande silencio. Maria desceu mansamente e ficou de pé junto do,1
primeiro degrau, o olhar sempre absorto, os braços inertes ao longo do,1
corpo. Judas voltou para o triclinio, e de braços cruzados observa-a,,1
apparentando a maxima serenidade. Lá fóra, o Sol illumina fortemente a,1
paisagem; o calor primaveril irradía por toda a parte; ouve-se,1
nitidamente o murmurio da agua; as vibrações das cigarras são cada vez,1
mais intensas e estridulas; ha segredos d'amor nos ninhos proximos...,1
Em que pensas, Maria? O teu formoso olhar,,1
Que era d'antes tão meigo e calmo como o luar,,1
Ha tempos que derrama um brilho vago, incerto,,1
E em nuvens de tristeza agora anda encoberto.,1
MARIA com simplicidade, avançando um pouco:,1
Por vezes, sem querer, entregue á dôr immensa,1
Que me aniquilla, tenho a tudo indifferença.,1
Ao passo que me opprime este cruel receio,1
De vêr barafustar o nosso Mestre em meio,1
Dos inimigos seus, mais frio do que a neve,1
Se torna o meu olhar.,1
JUDAS tôrvamente:,1
Deve ser isso, deve...,1
E depois de algum silencio, ironico:,1
Costumado a subir nos estos d'esse amor,1
Aos mundos do Ideal, o candido fulgor,1
Transforma-se em desdem, e apenas se descerra,1
Perante a mesquinhez que roja pela terra!,1
O olhar bem fito n'ella, animando-se:,1
Assim como um punhal de rija temp'ra e agudo,,1
Esse olhar desdenhoso, austero, vago, mudo,,1
Brilha sinistramente e vem caír direito,1
N'este pequeno espaço, o espaço do meu peito!,1
N'um arranco d'alma:,1
Em verdade te digo, ó mulher altaneira,,1
Quizesse Deus mandar-te aos olhos a cegueira,,1
Já que d'alma és tão céga aos prantos de quem te ama,,1
Que olhas para esse alguem, como se fosse lama!,1
Crescendo em furia:,1
Desde hontem que eu desejo estar comtigo a sós,1
Para que emfim termine este supplicio atroz!,1
Do meu peito o rugir não sabe em que se esconda,,1
E vae saír de mim, como em torpel a onda,,1
Tudo o que hei suffocado, e tudo o que hei soffrido!,1
--Escuta-me, ó mulher, apura o teu sentido,,1
E deixa de cuidar n'essa paixão agora,,1
Que é maior a paixão que todo me devora!,1
Maria vae responder; elle porém, detendo-a com um gesto:,1
Eu sei! Conheço a frase; escusas de falar:,1
É puro o teu amor, não é amor vulgar...,1
Mas vê que, se elle abriu em ti essa ferida,,1
No centro da minha alma em sangue e dolorída,1
Existe uma paixão tambem que me envenena,,1
Podendo ser mortal, assim como a gangrena...,1
Em frente d'ella, com a mão sobre o peito, contorcendo frenetico a,1
roupagem:,1
Ah! no supremo arranco um peito esfacelado,1
Como este, não receia o que haja mais sagrado,,1
E julga-se capaz, co'o seu valor enorme,,1
De luctar e vencer o ente mais disforme,,1
Terrivel como Deus, gigante como Adão,,1
Possuindo na voz as frases do trovão!,1
E porque sinto aqui as contorsões finaes,,1
Espando francamente as máculas brutaes,,1
Que viveram sem luz n'um mundo subterraneo:,1
Os monstros do meu peito e os vermes do meu craneo!,1
Grande e soberbo, de braços abertos, espéra.,1
MARIA que não se moveu, serenamente:,1
Sou fraca, sou mulher, e sei no que te escudas;,1
Confesso-te, porém: causas-me tédio, Judas.,1
JUDAS n'um rugido:,1
MARIA sempre immovel:,1
Com franqueza, eu disse-te por vezes:,1
Em castidade egual ás innocentes rezes,1
No Templo do Senhor dadas em sacrificio,,1
Tenho por goso infindo, ao amor viver propicio,,1
Dedicar áquelle ente em que a virtude brilha,1
Acrisolado amor, amor... como de filha.,1
Na terra nada mais preciso que uma coisa:,1
A Crença.,1
Enlevada, com o olhar erguido, as mãos sobre o peito virginal:,1
O meu amor longe d'aqui repoisa,,1
Estrella que não teme as nuvens tempestuosas.,1
Brando como o dormir das aguas silenciosas,,1
Vago como o misterio enorme do futuro,,1
Meigo como um sorriso, e como o orvalho puro,,1
Nos espaços do azul vive risonho e inerme.,1
A estrella é sempre estrella...,1
Descendo o olhar para Judas:,1
e o verme é sempre verme.,1
JUDAS com as mãos encrespadas, os labios trementes:,1
Ó vil mulher, que tens desprezo pelo amor,,1
Fugindo á grande lei do grande Creador,,1
Que elle n'esse teu corpo as maldições concentre,1
Para tornar assim fecundo o estéril ventre!,1
MARIA sem se perturbar:,1
Enlouqueceste!,1
JUDAS caíndo em si, fica por momentos silencioso. Depois, com o rosto,1
dolorido, n'um queixume:,1
Mas se eu nunca fui amado!,1
Assim como o terreno a que não chega o arado,,1
Semelhante em mudez ás pedras do caminho,,1
Era o meu coração. Via-me tão sósinho,,1
Que, por vezes, cravando o meu olhar nos ceus,,1
Interrogava o Espaço, interrogava Deus,,1
Procurava arrancar ás trevas o motivo,1
De haver dentro de mim um morto, estando eu vivo.,1
Com a voz muito quente, repassada de amor, sensual, o olhar húmido, como,1
revestindo Maria com um manto de beijos, as mãos gesticulando em curvas,1
graciosas, languidas:,1
Mas desde que no teu o meu olhar depuz,,1
Enxerguei o brilhar d'uma divina luz,1
Na immensa escuridão d'este viver amargo,1
E senti-me surgir do fundo do lethargo.,1
Fosse para onde fosse, eu via a tua imagem,,1
Adorada Maria, envolta na roupagem,1
Tão alva como o arminho, immaculada e honesta:,1
No prado sorridente, em meio da floresta,,1
Sobre os rochedos nús ás vagas sobranceiros,,1
No horisonte sem fim, no dorso dos oiteiros...,1
Por toda a parte, em summa!--Adoro-te, Maria!,1
No caminho da vida o teu olhar me guia...,1
Vem dar uma esperança ao pobre coração,1
Que vive para ti, que te pertence...,1
MARIA com ligeiro movimento de cabeça:,1
JUDAS promptamente transformado, n'um arranco furioso:,1
Oh! que negra palavra, amarga como fel!,1
MARIA com a voz tranquilla:,1
Á doutrina do Mestre...,1
JUDAS interrompendo-a com uma risada feroz:,1
O Mestre!...,1
... és infiel.,1
Abrigas, por teu mal, um sentimento ignaro,1
Do que seja o dever, e que se torna avaro,,1
Cubiçoso, traidor, miserrimo, egoista!,1
Não podes resistir-lhe? É bem que eu te resista!,1
Se não queres viver do amor pela virtude,,1
Se á pureza é rebelde essa tua alma rude,,1
Então que ao sacrificio eu seja quem te exhorte:,1
Foge para distante, ou foge para a Morte.,1
JUDAS allucinado, avançando para ella:,1
Escuso de ouvir mais. Não quero ouvir-te! Cala!,1
Fica sabendo pois que isto que me avassala,,1
O que por fim se espande e que ha de ser funesto,,1
Nunca foi do amor um sentimento honesto!,1
MARIA levando instinctivamente as mãos aos seios:,1
Maldito sejas tu, se acaso me tocares!,1
JUDAS com os olhos chammejantes, as mãos trémulas, os passos rigidos,,1
agarrando-a:,1
Que importam maldições inuteis e vulgares?,1
Os castigos de Deus, Deus sobre mim desabe-os,,1
Mas que eu sinta, mulher, o aroma dos teus labios!,1
E tenta beijal-a, soffrego:,1
MARIA evitando-lhe os beijos:,1
Oh! deixa-me, brutal demonio da luxuria!,1
JUDAS arrastando-a para o triclinio:,1
Chamaste muito bem á minha ardente furia,,1
Como o fogo voraz, cruel e deshumana,,1
Que a Eva perverteu, e maculou Suzanna.,1
MARIA com a voz estrangulada, luctando:,1
Soccorro! Eleazar!,1
JUDAS pondo-lhe a mão na bôca:,1
Oh! cala-te!,1
MARIA já sem forças:,1
Meu Deus!,1
JUDAS achegando-a ao peito, lúbrico, antegosando a posse:,1
Ah! como são gentis assim os olhos teus!,1
Como é rosada e fina a tua debil mão!,1
Vaes ser minha, afinal!,1
Aperta-a mais contra si; mas de subito, notando-lhe a immobilidade,,1
abandona-a; e vendo o corpo de Maria caír inerte sobre uma das camilhas,,1
diz n'um murmurio de desespero:,1
Desfallecida?!...,1
Um pensamento hediondo atravessa o cerebro de Judas; os olhos inquirem,1
em volta. Estão bem a sós, não ha duvida... Sob irresistivel attracção,,1
com o olhar lascivo desnuda-a; ergue-lhe em peso o corpo, aperta-o,1
contra si... Mas de subito, como accordando, como se a voz da Natureza,1
lhe désse um grito na alma:,1
Não!!,1
E tomado de horror por si proprio, foge, correndo como doido atravez dos,1
campos, deixando o corpo de Maria inanimado, mas casto e puro como um,1
lirio d'Issachar...,1
Na quadra principal da Torre Antonia, moradia do procurador Poncio,1
Pilado, tudo é silencioso, embora a noite só agora acabe de tombar.,1
Assenta o elevado tecto em dez columnas não distantes das paredes; é de,1
mosaico branco e preto o chão marmoreo. Duas portas fronteiras,1
communicam, uma para os aposentos de Claudia e Poncio, outra para as,1
diversas dependencias da Torre. N'uma das paredes abre-se amplamente,,1
achegado um pouco para o angulo, um arco de elegante curvatura, que dá,1
para um terraço resguardado de formosa balaustrada. Comprida escadaria,1
d'ali conduz ao andar inferior e ao vestibulo. No centro geometrico da,1
quadra, ergue-se um busto de guerreiro: é de marmore branco o pedestal;,1
de roseo o busto, em cuja base lêmos, em caracteres romanos esculpida, a,1
legenda: _Tiberius Claudius Nero, Imp_. Das portas ha pendentes,1
reposteiros de azul e oiro. É da mesma fazenda o reposteiro que está,1
ornando o arco e repuxado junto ao angulo. Fitando nós o busto de,1
Tiberio, temos sobre a direita larga meza de citrus, onde ardem n'um,1
bronzeo candalabro trez vellas de cêra e pez; e perto d'ella vemos uma,1
cadeira d'estofado, de braços longos, costas amplas e recurvas; á nossa,1
esquerda, perto das columnas, coxim de bronze com embutidos de tartaruga,1
e trez almofadas de lavor riquissimo; não distante, no chão, está,1
estendida grande pelle de leão do Atlas. Um armario de ébano macisso,1
alonga-se na parede junto ao arco e sobre elle se ostenta graciosa,1
clepsydra de bronze, onde um Éros aponta com a flécha a escala das horas,1
que decorrem.,1
Entre as columnas, pendem das paredes, panoplias de couraças, capacetes,,1
escudos e adagas. Encostado ao pedestal do busto de Tiberio, o pilo de,1
oiro cinzelado.,1
Ha um misto de indecisa luz em toda a quadra: amarellada a que as vellas,1
espargem frouxamente, côr de prata a que o chão do terraço reenvia e que,1
a Lua derrama das alturas. A cidade dormita lá em baixo; e o luar,,1
banhando as casarías, dir-se-ía illuminar uma necropole.,1
No coxim do terraço está Claudia reclinada. A tunica é de lã; escura e,1
longa a estóla. Tem os braços cobertos pelas mangas da segunda tunica, e,1
é branca a facha que os cabellos lhe prende em élos brandos. Perto de,1
Claudia a sua escrava Geda. Ambas percorrem com o olhar cançado o por,1
demais conhecido panorama.,1
CLAUDIA solta emfim um suspiro.,1
Dorme tudo na cidade.,1
Que silencio e que tristeza!...,1
Tens então grande saúdade,1
De Roma?,1
Sim. Dizes bem:,1
É saúdade esta amargura,,1
Pois outro nome não tem,1
O que sinto na Judéa,1
Onde Poncio me exilou.,1
--Que horas podem ser? Vê lá.,1
GEDA vae ligeira ao candalabro; d'elle tira uma vella e dirige-se á,1
clépsydra. Repõe depois no seu logar a vella, e voltando para junto de,1
Claudia:,1
Salvo engano, gottejou,1
A segunda hora de prima...,1
Por Saturno, é muito cedo,,1
Pois não é?,1
Tambem eu cria,1
Ser mais tarde.,1
CLAUDIA boceja largamente.,1
Agora, em Roma,,1
Ouve-se ainda a folia,1
Da multidão buliçosa,,1
Que de toda a parte assoma,,1
Soltando ao vento a harmonía,1
Da sua voz descuidosa...,1
Vem Poncio, taciturno, e para a meza se encaminha, trazendo na mão,1
direita um escripto em papyro. É homem d'estatura mais do que regular, e,1
de idade viril. Rosto livre de pellos; o nariz aquilino; bôca breve,,1
olhos negros e vivos; curto cabello em curvas de frisados, testa larga,1
onde as rugas bem se ageitam. Alva a tunica e alvo o manto farto;,1
sandalhas amarellas; mãos carnudas. Sentou-se junto da meza, e o papyro,1
consulta.,1
CLAUDIA indolente, para Geda:,1
Ali tens quem me trouxe para o _exilio_!,1
Se não dormem Plutão nem Proserpina,,1
Hão de cedo chamal-o ao domicilio,1
Onde cáem as victimas da Morte!,1
Muito ironica:,1
Que inspiração divina,1
Eu tive ao escolher este consorte!,1
Com um gesto ordena a Geda que se retire. Ergue-se do coxim, e,1
adiantando-se para Poncio, que não a viu:,1
Que novas trazes, Poncio?,1
PONCIO sem se voltar, continuando a lêr:,1
É de Tiberio,1
Foi-me enviado este papyro honroso.,1
CLAUDIA em sobresalto infantil:,1
O quê?! Novas de Roma?,1
O grande imperio,1
Continúa radiante e venturoso.,1
Foi porém necessario reprimir,,1
No principio do anno,,1
Certa conspiração que fôra urdida,1
Pelos amigos do traidor Sejano.,1
A mensagem termina,1
Aconselhando a que use da violencia.,1
E lê pausadamente, accentuando muito as palavras:,1
«Aprende em mim como o poder se eleva,1
E como se elimina,1
Todo aquelle que tenha a impudencia,1
De attentar contra a posse d'este manto.,1
Faze como eu tambem:,1
Reprime a todo o custo a rebeldia.,1
Talvez no Templo se conspire. Emquanto,1
Mostres sabedoria,,1
Espirito sensato, forte e agudo,,1
Podes contar comigo.,1
Recommenda a Claudia, Poncio amigo.,1
Por Jove, te saúdo».,1
Põe de parte o papyro e reclina a fronte na mão.,1
CLAUDIA que em silencio ficára appreensiva:,1
O que vaes responder?,1
